numberOfData, addingTime, findingTime, deletingTime
1020, 600, 900, 800
1021, 600, 1000, 1800
1022, 1000, 1000, 1000
1023, 1000, 1000, 1000
1024, 500, 900, 1900
1025, 600, 1000, 1000
1026, 1200, 1000, 900
1027, 800, 2000, 1100
1028, 400, 900, 900
1029, 3300, 2200, 1100
1030, 800, 2100, 1000
1031, 900, 900, 900
1032, 600, 900, 900
1033, 700, 1900, 1000
1034, 1000, 1500, 900
1035, 300, 900, 900
1036, 2300, 11900, 4000
1037, 2000, 5600, 6400
1038, 2100, 4000, 4500
1039, 2200, 4200, 2500
1040, 2000, 4100, 6400
1041, 1800, 6400, 1900
1042, 1600, 1100, 1000
1043, 1600, 3600, 2200
1044, 1100, 1100, 1100
1045, 500, 1400, 1000
1046, 900, 2200, 1000
1047, 1400, 900, 1000
1048, 1300, 1000, 1000
1049, 800, 1900, 1800
1050, 1000, 1000, 1400
1051, 1000, 1000, 1000
1052, 700, 1900, 1000
1053, 700, 1000, 1600
1054, 1100, 1000, 2800
1055, 700, 1900, 1000
1056, 700, 900, 1800
1057, 1100, 1000, 1000
1058, 500, 900, 900
1059, 900, 1000, 1900
1060, 700, 1000, 1000
1061, 800, 1000, 1000
1062, 900, 900, 1800
1063, 1200, 1000, 1100
1064, 1100, 1100, 900
1065, 500, 1900, 1000
1066, 900, 1000, 900
1067, 1200, 1500, 1000
1068, 1000, 1700, 1000
1069, 1000, 1100, 1300
1070, 800, 1000, 900
1071, 400, 2000, 1000
1072, 1200, 1000, 1700
1073, 1300, 1000, 1200
1074, 300, 2000, 900
1075, 800, 900, 1800
1076, 4000, 2400, 900
1077, 600, 1100, 1000
1078, 1300, 1800, 2300
1079, 500, 1100, 1000
1080, 1100, 900, 1000
1081, 1500, 1200, 2200
1082, 500, 1300, 1100
1083, 900, 1000, 900
1084, 800, 1100, 1900
1085, 1200, 1100, 1000
1086, 700, 1100, 1100
1087, 700, 2100, 900
1088, 800, 1200, 1000
1089, 600, 1000, 800
1090, 500, 2400, 1100
1091, 1000, 1100, 1000
1092, 1200, 1100, 1000
1093, 1000, 2800, 1000
1094, 1200, 1200, 900
1095, 800, 1100, 900
1096, 1700, 1600, 1900
1097, 400, 1000, 2000
1098, 600, 1100, 900
1099, 600, 1700, 1000
1100, 900, 1200, 1900
1101, 1100, 1200, 900
1102, 1300, 1000, 1700
1103, 1800, 1100, 2700
1104, 1100, 1700, 1000
1105, 500, 1100, 1100
1106, 1000, 1900, 1100
1107, 700, 1700, 900
1108, 1000, 1200, 1000
1109, 900, 2600, 1100
1110, 600, 1200, 900
1111, 1200, 1100, 1000
1112, 2300, 4200, 1100
1113, 1100, 1300, 1600
1114, 900, 1100, 1100
1115, 400, 2600, 900
1116, 600, 900, 1900
1117, 800, 1400, 1000
1118, 1200, 2000, 1000
1119, 1500, 1100, 2000
1120, 1000, 2100, 1400
1121, 1200, 1000, 1000
1122, 700, 1400, 2100
1123, 1200, 1400, 1000
1124, 700, 1200, 1100
1125, 1300, 2000, 1200
1126, 1800, 2100, 1000
1127, 12200, 17800, 2100
1128, 1200, 2400, 1100
1129, 1600, 1100, 1000
1130, 600, 900, 900
1131, 500, 1800, 900
1132, 1500, 1000, 2000
1133, 1200, 2800, 1000
1134, 1400, 2400, 3400
1135, 600, 900, 2300
1136, 1000, 1000, 1100
1137, 2600, 1100, 1400
1138, 500, 1000, 1900
1139, 900, 900, 1200
1140, 800, 1000, 1000
1141, 3100, 10400, 9100
1142, 2000, 4200, 2700
1143, 2200, 4400, 4700
1144, 1400, 6200, 3600
1145, 2400, 3300, 4500
1146, 3800, 4200, 4400
1147, 1400, 6400, 5400
1148, 1300, 3800, 2500
1149, 1800, 4200, 2500
1150, 1800, 7100, 28800
1151, 1000, 6500, 3400
1152, 2200, 4700, 2800
1153, 2300, 7400, 5000
1154, 2000, 3500, 22500
1155, 1500, 5700, 1600
1156, 2400, 1100, 1000
1157, 1300, 1300, 2100
1158, 900, 1100, 1100
1159, 1000, 1000, 1000
1160, 1200, 1000, 2100
1161, 600, 900, 800
1162, 10800, 10200, 18400
1163, 1500, 2600, 3900
1164, 1500, 1400, 1000
1165, 1400, 900, 900
1166, 1000, 2200, 1000
1167, 500, 900, 900
1168, 500, 1800, 900
1169, 800, 2200, 900
1170, 1300, 1000, 2200
1171, 900, 1600, 1000
1172, 1300, 2000, 1000
1173, 1000, 1000, 2000
1174, 1500, 6600, 1700
1175, 1200, 1000, 1100
1176, 1200, 1100, 1800
1177, 1500, 1000, 3200
1178, 1500, 2100, 1000
1179, 1100, 900, 2000
1180, 1100, 1000, 1000
1181, 600, 1000, 1500
1182, 1100, 1000, 1900
1183, 1100, 2100, 1100
1184, 800, 1000, 1000
1185, 2500, 21700, 4500
1186, 2200, 3800, 2500
1187, 1800, 4200, 2600
1188, 3200, 6200, 3400
1189, 1500, 5100, 5800
1190, 2500, 4200, 2600
1191, 3000, 12200, 9200
1192, 1600, 3200, 1300
1193, 900, 1000, 1000
1194, 1900, 1000, 1000
1195, 1100, 1000, 1900
1196, 900, 4600, 2600
1197, 1000, 1000, 900
1198, 1400, 2000, 1700
1199, 500, 1000, 1000
1200, 1200, 1000, 900
1201, 800, 1800, 1400
1202, 1100, 1000, 900
1203, 1000, 1100, 1000
1204, 1700, 1100, 1100
1205, 1200, 1000, 2500
1206, 700, 900, 900
1207, 800, 1100, 900
1208, 700, 1400, 1900
1209, 1400, 1000, 1400
1210, 700, 1100, 1600
1211, 17900, 24900, 8200
1212, 2200, 7300, 3100
1213, 500, 1000, 1000
1214, 1100, 1000, 4300
1215, 800, 1000, 900
1216, 700, 900, 1000
1217, 600, 1900, 1000
1218, 1000, 1000, 1000
1219, 700, 1000, 1500
1220, 2400, 3200, 2400
1221, 1700, 1100, 1000
1222, 1000, 1000, 1000
1223, 1000, 1900, 1000
1224, 900, 900, 900
1225, 1000, 1800, 1100
1226, 1600, 1100, 1700
1227, 1900, 1900, 1000
1228, 1500, 1000, 900
1229, 1400, 900, 1000
1230, 500, 1800, 900
1231, 1100, 900, 1000
1232, 400, 1500, 900
1233, 800, 2000, 1000
1234, 400, 900, 900
1235, 400, 1500, 1000
1236, 2200, 1000, 1000
1237, 1300, 1000, 1800
1238, 900, 1000, 1000
1239, 1500, 2100, 1100
1240, 600, 1000, 2000
1241, 600, 1000, 1800
1242, 800, 1000, 900
1243, 500, 1000, 1900
1244, 1000, 1500, 1000
1245, 600, 900, 900
1246, 1300, 2300, 1000
1247, 400, 1000, 1000
1248, 800, 900, 900
1249, 600, 1800, 1500
1250, 700, 1100, 1000
1251, 700, 900, 1000
1252, 1000, 1900, 1000
1253, 800, 2800, 1200
1254, 700, 1000, 900
1255, 1200, 1800, 900
1256, 800, 1000, 1900
1257, 600, 900, 1000
1258, 800, 1400, 1000
1259, 700, 1100, 1800
1260, 1400, 1000, 900
1261, 1300, 1500, 900
1262, 1300, 1000, 1800
1263, 1200, 1000, 1000
1264, 600, 900, 900
1265, 600, 1100, 2600
1266, 500, 1100, 900
1267, 700, 1300, 900
1268, 500, 1900, 1000
1269, 700, 1000, 900
1270, 1000, 1000, 1000
1271, 800, 2000, 1100
1272, 600, 1000, 900
1273, 1000, 1000, 1700
1274, 1200, 1800, 1900
1275, 1200, 1000, 2000
1276, 1000, 1200, 1000
1277, 800, 1000, 1300
1278, 1500, 1000, 2700
1279, 600, 1100, 1400
1280, 400, 900, 5200
1281, 700, 1100, 2100
1282, 500, 900, 900
1283, 700, 900, 800
1284, 500, 1000, 2100
1285, 1200, 1000, 900
1286, 500, 900, 900
1287, 900, 1900, 1000
1288, 800, 1500, 1000
1289, 600, 1000, 1000
1290, 1000, 2000, 1000
1291, 600, 900, 1000
1292, 1200, 1100, 1600
1293, 700, 2000, 900
1294, 800, 900, 1700
1295, 600, 900, 900
1296, 700, 1500, 1000
1297, 700, 900, 1900
1298, 1000, 1700, 900
1299, 600, 1300, 1000
1300, 400, 1000, 1900
1301, 600, 1300, 1000
1302, 600, 1000, 900
1303, 400, 9800, 13000
1304, 1000, 1300, 800
1305, 900, 1400, 1800
1306, 600, 2700, 1600
1307, 600, 1100, 900
1308, 1300, 1000, 1500
1309, 900, 2000, 2200
1310, 500, 1100, 1000
1311, 900, 1000, 1000
1312, 500, 2200, 1600
1313, 700, 1000, 1800
1314, 600, 900, 1000
1315, 800, 1000, 1000
1316, 800, 1000, 2300
1317, 600, 900, 1200
1318, 600, 900, 900
1319, 800, 1000, 3900
1320, 1100, 1000, 1000
1321, 400, 900, 900
1322, 500, 900, 1900
1323, 1100, 1100, 900
1324, 600, 900, 1000
1325, 800, 2000, 1000
1326, 1100, 900, 900
1327, 500, 900, 900
1328, 1000, 4700, 1000
1329, 1100, 1000, 900
1330, 500, 1200, 1000
1331, 200, 3700, 1100
1332, 1300, 1000, 1700
1333, 700, 1000, 1100
1334, 800, 1000, 2300
1335, 900, 1500, 6800
1336, 1000, 1400, 1100
1337, 900, 1000, 1500
1338, 900, 1100, 4100
1339, 900, 1100, 1100
1340, 800, 1000, 900
1341, 800, 1000, 1900
1342, 600, 1000, 1000
1343, 1000, 1700, 900
1344, 800, 1900, 1300
1345, 700, 1200, 1100
1346, 900, 1100, 1700
1347, 300, 4500, 1000
1348, 900, 1300, 1600
1349, 800, 1200, 900
1350, 900, 2000, 900
1351, 600, 2300, 1200
1352, 600, 1500, 1300
1353, 2400, 3000, 1500
1354, 600, 1100, 2300
1355, 700, 1000, 900
1356, 800, 20900, 1400
1357, 600, 2000, 1100
1358, 800, 1000, 1000
1359, 900, 1000, 1200
1360, 900, 3100, 1100
1361, 1500, 1100, 15600
1362, 800, 1900, 1000
1363, 900, 2100, 1100
1364, 900, 1600, 2600
1365, 400, 1200, 1000
1366, 900, 1300, 900
1367, 800, 1000, 2300
1368, 700, 1000, 900
1369, 400, 1200, 1100
1370, 500, 1000, 2100
1371, 300, 900, 900
1372, 1500, 4400, 1700
1373, 2400, 3300, 1100
1374, 1000, 1400, 1100
1375, 700, 1100, 1000
1376, 900, 2200, 1800
1377, 700, 1100, 900
1378, 600, 1200, 900
1379, 1000, 2400, 1000
1380, 1700, 1000, 2000
1381, 2100, 1700, 900
1382, 1500, 1000, 1500
1383, 800, 1200, 4600
1384, 700, 1000, 1400
1385, 700, 1100, 1200
1386, 1200, 1100, 2200
1387, 600, 1000, 1000
1388, 2700, 1900, 1000
1389, 1100, 1000, 2300
1390, 500, 1100, 1600
1391, 1100, 1000, 1000
1392, 600, 2100, 1000
1393, 1000, 3100, 1200
1394, 600, 1700, 1000
1395, 1200, 2400, 2600
1396, 900, 1500, 1700
1397, 600, 1000, 900
1398, 700, 1800, 1100
1399, 700, 1100, 4000
1400, 700, 1100, 1000
1401, 600, 900, 1300
1402, 800, 1000, 2300
1403, 400, 1000, 1200
1404, 1200, 1300, 1600
1405, 1100, 6900, 1200
1406, 1100, 1000, 1000
1407, 500, 1100, 1100
1408, 400, 4000, 1000
1409, 400, 900, 1000
1410, 900, 1100, 1100
1411, 700, 1800, 1000
1412, 700, 1000, 2500
1413, 600, 1200, 1300
1414, 1900, 2800, 1900
1415, 1300, 1900, 4100
1416, 900, 1800, 1600
1417, 600, 1800, 1700
1418, 900, 1700, 3000
1419, 1000, 1000, 900
1420, 800, 1000, 1000
1421, 800, 1900, 1000
1422, 800, 1300, 1000
1423, 600, 1000, 900
1424, 1200, 2900, 1100
1425, 500, 900, 900
1426, 500, 1000, 900
1427, 900, 2300, 1500
1428, 700, 900, 3800
1429, 700, 1600, 1000
1430, 600, 2100, 900
1431, 500, 1000, 2100
1432, 900, 1000, 900
1433, 1100, 1900, 1500
1434, 1500, 1000, 2100
1435, 1100, 1300, 900
1436, 600, 1200, 1100
1437, 1100, 1000, 2600
1438, 300, 900, 900
1439, 1100, 1600, 1000
1440, 1000, 2300, 1000
1441, 800, 1000, 900
1442, 500, 900, 900
1443, 600, 2600, 1200
1444, 800, 1000, 1700
1445, 700, 1400, 1300
1446, 600, 2000, 1300
1447, 800, 1000, 1100
1448, 2600, 1700, 900
1449, 800, 4700, 1100
1450, 500, 1000, 800
1451, 1100, 1100, 1200
1452, 3400, 1000, 1100
1453, 800, 1200, 5900
1454, 700, 1300, 1600
1455, 900, 3000, 1600
1456, 600, 1400, 2100
1457, 1000, 1000, 1100
1458, 600, 1400, 900
1459, 600, 1000, 2400
1460, 500, 1200, 1100
1461, 800, 1400, 1000
1462, 800, 2000, 1000
1463, 900, 1000, 1000
1464, 1000, 2100, 1200
1465, 1100, 2000, 1300
1466, 1000, 1200, 900
1467, 800, 1100, 900
1468, 1000, 3900, 1800
1469, 1000, 1000, 1000
1470, 700, 1100, 1000
1471, 600, 2000, 900
1472, 1300, 1700, 4300
1473, 1000, 1100, 1500
1474, 300, 1100, 1200
1475, 400, 900, 2600
1476, 900, 1200, 1000
1477, 1500, 2600, 2100
1478, 600, 1100, 2100
1479, 800, 1200, 1000
1480, 500, 1100, 1200
1481, 900, 3200, 1600
1482, 1200, 2000, 1800
1483, 1000, 1700, 1700
1484, 1000, 3000, 1700
1485, 1000, 1700, 1500
1486, 1000, 1300, 1400
1487, 400, 2200, 1200
1488, 800, 1200, 1000
1489, 600, 1000, 1000
1490, 800, 2400, 1300
1491, 1000, 1700, 2000
1492, 1100, 1100, 1500
1493, 1100, 1200, 1000
1494, 700, 1100, 4100
1495, 1100, 900, 1000
1496, 1000, 1200, 1000
1497, 800, 1000, 2400
1498, 500, 1500, 1100
1499, 700, 1200, 1300
1500, 600, 2000, 1000
1501, 600, 1000, 1000
1502, 1100, 1000, 1400
1503, 500, 2000, 900
1504, 700, 1000, 900
1505, 700, 900, 1100
1506, 800, 1900, 1100
1507, 600, 1000, 1000
1508, 1800, 1400, 1000
1509, 1100, 4300, 1000
1510, 400, 1000, 2300
1511, 700, 1000, 1100
1512, 1200, 1000, 1000
1513, 800, 1000, 1900
1514, 800, 1000, 1000
1515, 400, 1000, 1000
1516, 700, 900, 1900
1517, 700, 1100, 1000
1518, 600, 1100, 1000
1519, 700, 4100, 1500
1520, 1000, 1100, 1000
1521, 1300, 1000, 1200
1522, 800, 3900, 1000
1523, 900, 1000, 1000
1524, 900, 1000, 1000
1525, 700, 1800, 1700
1526, 700, 1000, 1500
1527, 900, 1300, 900
1528, 900, 4100, 1300
1529, 700, 1000, 4300
1530, 2600, 1600, 1400
1531, 500, 1000, 900
1532, 700, 1400, 2000
1533, 500, 1000, 900
1534, 700, 900, 1000
1535, 1200, 1500, 2000
1536, 1600, 1500, 1300
1537, 1500, 1000, 1000
1538, 700, 1000, 3800
1539, 700, 1000, 1000
1540, 800, 2300, 1000
1541, 800, 1900, 1200
1542, 1100, 1100, 1000
1543, 600, 900, 900
1544, 1500, 1800, 1700
1545, 700, 1000, 1000
1546, 300, 1000, 1000
1547, 1100, 2000, 1300
1548, 900, 1000, 1800
1549, 700, 1300, 1100
1550, 700, 900, 1300
1551, 400, 900, 1900
1552, 700, 1500, 1000
1553, 500, 1000, 1000
1554, 700, 1000, 3900
1555, 1200, 2500, 1400
1556, 500, 1100, 1000
1557, 400, 1100, 2100
1558, 1300, 1200, 1100
1559, 700, 900, 900
1560, 600, 2000, 900
1561, 1100, 1900, 2200
1562, 900, 1000, 1400
1563, 400, 2100, 1000
1564, 800, 900, 1000
1565, 1400, 1200, 1500
1566, 900, 2000, 900
1567, 500, 1100, 1000
1568, 600, 1000, 1100
1569, 3600, 1100, 900
1570, 900, 1400, 3900
1571, 800, 1400, 900
1572, 900, 900, 900
1573, 600, 1000, 2900
1574, 900, 2400, 1400
1575, 1100, 1000, 1100
1576, 300, 1000, 2000
1577, 1000, 1000, 900
1578, 800, 1100, 900
1579, 700, 1000, 4900
1580, 800, 900, 1000
1581, 1800, 1100, 1000
1582, 700, 4700, 2200
1583, 500, 1400, 1000
1584, 700, 2000, 1400
1585, 800, 1300, 1200
1586, 1000, 1100, 3900
1587, 1500, 1200, 1000
1588, 800, 2000, 1000
1589, 600, 1100, 4100
1590, 1200, 1400, 1000
1591, 800, 1000, 1000
1592, 800, 4100, 1000
1593, 1000, 1000, 1300
1594, 600, 1100, 1800
1595, 600, 2100, 900
1596, 600, 1000, 1400
1597, 600, 1000, 1000
1598, 600, 1900, 1000
1599, 1100, 1000, 1000
1600, 700, 1000, 1100
1601, 600, 1900, 1000
1602, 600, 900, 1800
1603, 700, 1100, 1100
1604, 800, 1000, 1000
1605, 1200, 1000, 2000
1606, 1000, 1000, 1000
1607, 600, 1000, 2500
1608, 700, 1900, 3000
1609, 1100, 1000, 900
1610, 400, 1000, 1100
1611, 600, 2000, 1100
1612, 800, 1000, 1500
1613, 900, 1000, 1100
1614, 500, 2000, 1000
1615, 1200, 1100, 1200
1616, 1000, 1300, 1100
1617, 400, 2100, 900
1618, 900, 1000, 900
1619, 900, 1300, 1000
1620, 300, 4400, 900
1621, 1300, 1000, 2000
1622, 700, 900, 900
1623, 900, 3000, 1300
1624, 1300, 2000, 4400
1625, 700, 1000, 1300
1626, 1100, 1000, 1200
1627, 800, 1000, 2300
1628, 800, 1500, 1000
1629, 600, 1000, 900
1630, 800, 1800, 1000
1631, 500, 1000, 1000
1632, 900, 1000, 1000
1633, 400, 2100, 900
1634, 1000, 1500, 1100
1635, 900, 1000, 1500
1636, 1000, 2200, 1100
1637, 700, 900, 900
1638, 600, 1000, 1100
1639, 800, 2100, 1000
1640, 900, 1100, 1900
1641, 700, 900, 900
1642, 700, 1000, 1000
1643, 1200, 1000, 2000
1644, 800, 1000, 1700
1645, 2400, 2300, 1200
1646, 600, 1000, 2800
1647, 400, 900, 900
1648, 700, 900, 1000
1649, 1000, 1900, 1100
1650, 500, 900, 1100
1651, 1200, 900, 800
1652, 700, 2300, 900
1653, 400, 1000, 1600
1654, 500, 1000, 1000
1655, 1100, 2000, 900
1656, 1400, 1000, 1100
1657, 1000, 1000, 1300
1658, 1200, 2200, 900
1659, 1200, 1200, 12200
1660, 900, 1700, 2300
1661, 700, 1500, 1000
1662, 900, 1100, 2000
1663, 1500, 1600, 2100
1664, 900, 1100, 900
1665, 500, 2700, 2300
1666, 800, 1400, 1300
1667, 900, 1000, 1000
1668, 600, 1800, 2700
1669, 800, 1200, 1000
1670, 900, 1100, 1600
1671, 700, 2000, 2600
1672, 800, 1600, 1000
1673, 1800, 1100, 1000
1674, 500, 2300, 1000
1675, 600, 1100, 1000
1676, 700, 1000, 1000
1677, 500, 2100, 1000
1678, 800, 1000, 1800
1679, 2700, 1700, 900
1680, 500, 1300, 900
1681, 900, 1000, 1900
1682, 700, 1000, 1500
1683, 600, 1200, 1400
1684, 1300, 1000, 2000
1685, 800, 1100, 900
1686, 700, 1100, 1700
1687, 600, 2800, 1300
1688, 1000, 1000, 1000
1689, 1000, 1100, 1900
1690, 600, 2000, 1000
1691, 500, 900, 900
1692, 700, 1000, 1000
1693, 600, 1800, 1400
1694, 800, 3200, 1200
1695, 700, 900, 1000
1696, 500, 1800, 1000
1697, 700, 1900, 1000
1698, 1100, 1100, 1000
1699, 1700, 900, 1200
1700, 700, 1100, 1900
1701, 600, 1200, 1000
1702, 700, 1000, 1000
1703, 700, 900, 2300
1704, 500, 900, 900
1705, 700, 1000, 900
1706, 800, 900, 1900
1707, 500, 1000, 1000
1708, 900, 1800, 1000
1709, 700, 2000, 1000
1710, 1000, 900, 1500
1711, 900, 3000, 1100
1712, 800, 1900, 1900
1713, 1100, 1000, 1000
1714, 1000, 1400, 1000
1715, 1300, 2800, 1000
1716, 500, 1100, 1000
1717, 600, 900, 900
1718, 1200, 2100, 1000
1719, 400, 1600, 3100
1720, 600, 2400, 1600
1721, 800, 1700, 1800
1722, 500, 1700, 3500
1723, 1000, 1700, 1600
1724, 800, 1900, 1500
1725, 900, 1700, 2700
1726, 3800, 3600, 1800
1727, 500, 1800, 1500
1728, 1200, 1500, 4000
1729, 1300, 1500, 1000
1730, 1200, 1000, 1600
1731, 3500, 3500, 2100
1732, 500, 900, 1900
1733, 700, 900, 1000
1734, 1200, 2700, 1100
1735, 400, 1000, 1000
1736, 700, 1000, 1100
1737, 1000, 1800, 1000
1738, 800, 1000, 1700
1739, 800, 1000, 1000
1740, 1200, 1000, 800
1741, 600, 1000, 1900
1742, 600, 1000, 1000
1743, 700, 1000, 1000
1744, 1300, 1500, 1900
1745, 500, 900, 1000
1746, 700, 900, 900
1747, 700, 3300, 2500
1748, 800, 900, 900
1749, 1300, 1000, 1000
1750, 800, 1900, 1000
1751, 600, 1000, 900
1752, 500, 1000, 1000
1753, 500, 1800, 1300
1754, 800, 3100, 1300
1755, 800, 1100, 1000
1756, 800, 2500, 900
1757, 900, 1400, 2000
1758, 800, 1300, 1000
1759, 600, 900, 900
1760, 600, 900, 2600
1761, 800, 1100, 1400
1762, 600, 1000, 1000
1763, 600, 1000, 2100
1764, 600, 2600, 1300
1765, 700, 1000, 1000
1766, 1200, 1900, 900
1767, 800, 1400, 900
1768, 800, 1400, 1000
1769, 700, 2000, 900
1770, 1000, 1700, 1800
1771, 1500, 2900, 1800
1772, 4700, 16400, 6500
1773, 2100, 5100, 9100
1774, 1900, 58800, 5700
1775, 1900, 2700, 8500
1776, 1800, 3600, 3700
1777, 1100, 1300, 1800
1778, 1300, 2500, 2900
1779, 1700, 4000, 1100
1780, 800, 2600, 1100
1781, 1600, 1400, 1000
1782, 1300, 2100, 1000
1783, 1000, 900, 900
1784, 700, 1100, 900
1785, 800, 2000, 1400
1786, 1300, 1000, 1700
1787, 1200, 900, 3200
1788, 800, 2800, 1000
1789, 800, 1000, 2500
1790, 1400, 900, 1500
1791, 900, 1000, 1300
1792, 1100, 1700, 6700
1793, 500, 900, 800
1794, 1000, 1000, 900
1795, 800, 800, 1800
1796, 1100, 1600, 2200
1797, 1000, 1100, 1300
1798, 1000, 1900, 1200
1799, 900, 900, 1000
1800, 500, 800, 900
1801, 1000, 1800, 800
1802, 1300, 1100, 1000
1803, 800, 900, 800
1804, 800, 1800, 900
1805, 1100, 900, 800
1806, 500, 900, 900
1807, 700, 1800, 900
1808, 600, 1300, 1800
1809, 700, 900, 800
1810, 1100, 900, 900
1811, 1200, 1500, 2000
1812, 900, 1400, 900
1813, 1100, 1100, 900
1814, 900, 900, 2100
1815, 500, 1500, 1300
1816, 700, 900, 900
1817, 600, 1800, 1600
1818, 400, 900, 1200
1819, 1500, 1400, 1300
1820, 1200, 2400, 900
1821, 2900, 1500, 1800
1822, 1100, 1000, 1300
1823, 700, 2500, 900
1824, 500, 900, 900
1825, 600, 900, 900
1826, 1100, 1900, 800
1827, 600, 900, 8800
1828, 1000, 1600, 900
1829, 1600, 1000, 1000
1830, 1000, 1000, 2100
1831, 600, 900, 900
1832, 1700, 1100, 900
1833, 1300, 1000, 1800
1834, 32300, 9700, 2400
1835, 1700, 1400, 1100
1836, 600, 900, 2000
1837, 1100, 800, 900
1838, 1000, 1000, 1000
1839, 600, 3200, 800
1840, 1300, 1100, 1200
1841, 1600, 1000, 900
1842, 1400, 2100, 1000
1843, 1200, 900, 900
1844, 1200, 900, 800
1845, 1300, 2000, 900
1846, 1000, 800, 900
1847, 2000, 1000, 1700
1848, 2300, 1000, 900
1849, 1900, 1400, 2800
1850, 900, 1000, 900
1851, 800, 900, 800
1852, 1100, 900, 2000
1853, 1200, 1000, 900
1854, 800, 800, 800
1855, 1300, 26200, 2400
1856, 800, 900, 900
1857, 1400, 800, 900
1858, 1900, 1800, 1000
1859, 500, 2800, 1300
1860, 1300, 1000, 2000
1861, 500, 1900, 900
1862, 1200, 900, 2400
1863, 700, 900, 900
1864, 800, 2000, 900
1865, 1500, 900, 900
1866, 1400, 1400, 800
1867, 1400, 2000, 800
1868, 600, 1500, 1700
1869, 1300, 900, 1400
1870, 1200, 900, 1100
1871, 1100, 900, 2100
1872, 600, 1200, 900
1873, 800, 1200, 900
1874, 1000, 900, 1900
1875, 300, 1500, 900
1876, 1200, 1900, 900
1877, 1100, 2400, 900
1878, 1400, 1100, 800
1879, 1600, 1000, 1100
1880, 700, 2100, 900
1881, 800, 1300, 1000
1882, 1100, 900, 1000
1883, 1300, 2300, 1500
1884, 1600, 1100, 1300
1885, 800, 1200, 1000
1886, 1200, 2800, 800
1887, 700, 800, 1900
1888, 700, 1300, 1100
1889, 700, 1300, 800
1890, 400, 1100, 2100
1891, 300, 1000, 900
1892, 700, 1200, 23300
1893, 3700, 10000, 8800
1894, 1400, 4700, 18900
1895, 1900, 2100, 1100
1896, 1000, 1000, 4200
1897, 1800, 1000, 2200
1898, 1500, 1000, 1200
1899, 1700, 1800, 900
1900, 800, 900, 900
1901, 500, 800, 700
1902, 600, 1900, 900
1903, 900, 800, 900
1904, 800, 900, 1100
1905, 900, 2000, 800
1906, 1700, 1000, 1900
1907, 1100, 1000, 1100
1908, 2100, 900, 900
1909, 1000, 900, 1800
1910, 1500, 900, 900
1911, 1100, 900, 800
1912, 600, 900, 1800
1913, 1100, 900, 900
1914, 1200, 900, 1100
1915, 600, 1000, 1800
1916, 1100, 1000, 1000
1917, 700, 800, 800
1918, 600, 2300, 2700
1919, 600, 2000, 800
1920, 1000, 900, 900
1921, 800, 1800, 1000
1922, 800, 1400, 1000
1923, 700, 900, 900
1924, 1100, 4400, 1500
1925, 800, 900, 2000
1926, 700, 900, 1300
1927, 800, 900, 1100
1928, 2300, 1700, 2100
1929, 1300, 1000, 1000
1930, 700, 900, 1300
1931, 700, 900, 1800
1932, 600, 900, 800
1933, 1400, 1000, 900
1934, 800, 1500, 2200
1935, 1400, 1100, 8100
1936, 700, 1900, 1100
1937, 1200, 2000, 1000
1938, 800, 900, 800
1939, 600, 1600, 1000
1940, 700, 1800, 900
1941, 900, 900, 1000
1942, 1300, 1000, 1000
1943, 500, 2000, 1000
1944, 900, 2000, 1100
1945, 900, 2000, 900
1946, 700, 900, 900
1947, 1200, 1900, 900
1948, 600, 800, 800
1949, 1600, 900, 1300
1950, 700, 1800, 1400
1951, 500, 900, 1000
1952, 1700, 1400, 1000
1953, 1500, 2300, 800
1954, 400, 900, 1700
1955, 500, 900, 1100
1956, 1500, 1100, 800
1957, 800, 1600, 1800
1958, 1100, 1100, 1000
1959, 1500, 900, 900
1960, 800, 1800, 2000
1961, 2200, 1000, 1000
1962, 900, 800, 800
1963, 1100, 1800, 900
1964, 1100, 900, 900
1965, 900, 900, 900
1966, 500, 1800, 900
1967, 700, 900, 900
1968, 700, 900, 900
1969, 400, 1700, 900
1970, 400, 900, 900
1971, 900, 800, 800
1972, 900, 1900, 900
1973, 900, 1100, 7500
1974, 400, 900, 1400
1975, 1000, 900, 10100
1976, 1100, 2600, 1000
1977, 900, 1000, 1000
1978, 1200, 1000, 800
1979, 1200, 1800, 900
1980, 2800, 1700, 1000
1981, 3300, 10800, 2500
1982, 2500, 5000, 1800
1983, 1700, 1500, 5000
1984, 1000, 1400, 1500
1985, 2700, 1700, 3900
1986, 2300, 1700, 3100
1987, 3100, 1300, 1300
1988, 900, 1500, 1500
1989, 1600, 1500, 2600
1990, 1200, 1400, 1800
1991, 9200, 10900, 3600
1992, 3000, 6300, 3200
1993, 2000, 2100, 2600
1994, 1100, 2800, 1300
1995, 1100, 4000, 1500
1996, 900, 800, 900
1997, 1100, 800, 1000
1998, 900, 1900, 1000
1999, 1300, 800, 900
2000, 1100, 3300, 1600
2001, 900, 1800, 900
2002, 2200, 5600, 3000
2003, 1200, 3900, 1000
2004, 800, 1200, 800
2005, 1600, 1000, 3600
2006, 1900, 1400, 2100
2007, 800, 900, 900
2008, 600, 1300, 2200
2009, 2000, 900, 1100
2010, 2100, 900, 1000
2011, 1000, 1300, 2200
2012, 900, 900, 800
2013, 1300, 900, 2300
2014, 1000, 1800, 900
2015, 1200, 900, 900
2016, 500, 800, 900
2017, 1300, 2100, 900
